pocket,n_molecules,clashes_per_mol,clash_rate,bond_anomalies_per_mol,bond_anomaly_rate,broken_rings_per_mol
2z3h_A_rec,7,57.142857142857146,4.0,0.5714285714285714,0.039603960396039604,0.0
2zen_A_rec,8,3.75,0.45454545454545453,0.25,0.03333333333333333,0.0
3af2_A_rec,8,16.25,0.7647058823529411,1.75,0.08235294117647059,0.0
3b6h_A_rec,8,7.5,0.594059405940594,0.5,0.038834951456310676,0.125
3chc_B_rec,8,73.75,6.8604651162790695,0.5,0.04597701149425287,0.0
3daf_A_rec,7,14.285714285714286,0.5154639175257731,2.2857142857142856,0.0784313725490196,0.42857142857142855
3dzh_A_rec,3,16.666666666666668,0.6944444444444444,0.6666666666666666,0.02564102564102564,0.0
3ej8_A_rec,10,1.0,0.1282051282051282,0.1,0.013333333333333334,0.0
3g51_A_rec,7,14.285714285714286,0.78125,0.5714285714285714,0.029411764705882353,0.0
3gs6_A_rec,9,8.88888888888889,0.6722689075630253,1.5555555555555556,0.11864406779661017,0.0
3hy9_B_rec,9,1.1111111111111112,0.07042253521126761,0.6666666666666666,0.041666666666666664,0.0
3jyh_A_rec,10,26.0,2.03125,0.9,0.06976744186046512,0.0
3kc1_A_rec,10,2.0,0.14814814814814814,0.3,0.023076923076923078,0.0
3l3n_A_rec,10,12.0,1.2244897959183674,0.5,0.05263157894736842,0.0
3li4_A_rec,9,18.88888888888889,1.223021582733813,0.3333333333333333,0.020689655172413793,0.0
3nfb_A_rec,9,148.88888888888889,9.710144927536232,0.8888888888888888,0.05925925925925926,0.0
3o96_A_rec,8,0.0,0.0,1.25,0.038314176245210725,0.0
3pdh_A_rec,8,18.75,1.1278195488721805,0.25,0.013793103448275862,0.0
3pnm_A_rec,9,33.333333333333336,5.882352941176471,0.0,0.0,0.0
3tym_A_rec,10,0.0,0.0,1.3,0.08176100628930817,0.0
3u5y_B_rec,10,1.0,0.05434782608695652,1.3,0.06806282722513089,0.2
3u9f_C_rec,8,35.0,2.0,0.375,0.019736842105263157,0.0
3v4t_A_rec,9,3.3333333333333335,0.1935483870967742,0.6666666666666666,0.039735099337748346,0.0
3w83_B_rec,9,3.3333333333333335,0.4838709677419355,0.0,0.0,0.0
4aaw_A_rec,10,47.0,4.653465346534653,0.8,0.07692307692307693,0.0
4aua_A_rec,8,25.0,1.6666666666666667,0.625,0.04,0.0
4azf_A_rec,9,0.0,0.0,0.4444444444444444,0.025974025974025976,0.0
4bel_A_rec,9,15.555555555555555,0.5907172995780591,1.5555555555555556,0.05785123966942149,0.0
4d7o_A_rec,8,1.25,0.06329113924050633,0.875,0.043209876543209874,0.0
4f1m_A_rec,7,51.42857142857143,2.3529411764705883,2.142857142857143,0.09316770186335403,0.0
4g3d_B_rec,4,100.0,4.3478260869565215,0.75,0.030303030303030304,0.0
4gvd_A_rec,7,2.857142857142857,0.2777777777777778,0.0,0.0,0.0
4h3c_A_rec,7,8.571428571428571,0.46875,0.42857142857142855,0.021897810218978103,0.0
4iiy_A_rec,5,114.0,4.710743801652892,1.8,0.07086614173228346,0.0
4iwq_A_rec,6,0.0,0.0,0.3333333333333333,0.020833333333333332,0.0
4ja8_B_rec,7,75.71428571428571,2.5728155339805827,1.1428571428571428,0.037037037037037035,0.14285714285714285
4kcq_A_rec,6,3.3333333333333335,0.21978021978021978,0.5,0.03333333333333333,0.0
4keu_A_rec,7,30.0,1.794871794871795,0.5714285714285714,0.03278688524590164,0.0
4lfu_A_rec,9,2.2222222222222223,0.1834862385321101,0.5555555555555556,0.046296296296296294,0.0
4m7t_A_rec,7,4.285714285714286,0.19607843137254902,1.2857142857142858,0.05389221556886228,0.2857142857142857
4p6p_A_rec,8,56.25,4.591836734693878,0.875,0.07368421052631578,0.0
4pxz_A_rec,6,43.333333333333336,1.7333333333333334,1.1666666666666667,0.045454545454545456,0.0
4q8b_B_rec,8,7.5,0.6,0.625,0.047619047619047616,0.0
4qlk_A_rec,9,34.44444444444444,1.2350597609561753,0.8888888888888888,0.031007751937984496,0.1111111111111111
4rlu_A_rec,8,6.25,0.3424657534246575,0.25,0.013071895424836602,0.0
4rn0_B_rec,10,23.0,2.233009708737864,0.2,0.019801980198019802,0.0
4rv4_A_rec,10,19.0,1.2101910828025477,0.3,0.01948051948051948,0.0
4tos_A_rec,10,70.0,2.7888446215139444,0.9,0.033582089552238806,0.0
4tqr_A_rec,9,25.555555555555557,2.4210526315789473,0.1111111111111111,0.011111111111111112,0.0
4u5s_A_rec,10,2.0,0.17699115044247787,0.2,0.017543859649122806,0.1
4xli_B_rec,7,0.0,0.0,0.8571428571428571,0.048,0.0
4yhj_A_rec,4,0.0,0.0,0.75,0.029411764705882353,0.5
4z2g_A_rec,8,13.75,0.4602510460251046,3.25,0.10196078431372549,0.0
4zfa_A_rec,9,4.444444444444445,0.21390374331550802,0.1111111111111111,0.005154639175257732,0.0
5aeh_A_rec,7,10.0,0.5555555555555556,0.2857142857142857,0.015151515151515152,0.0
5b08_A_rec,8,35.0,2.857142857142857,0.875,0.07216494845360824,0.0
5bur_A_rec,8,50.0,2.2988505747126435,1.5,0.06486486486486487,0.0
5d7n_D_rec,7,11.428571428571429,0.6060606060606061,0.2857142857142857,0.014184397163120567,0.14285714285714285
5i0b_A_rec,8,43.75,2.8688524590163933,0.5,0.031007751937984496,0.0
5l1v_A_rec,7,17.142857142857142,1.1650485436893203,1.4285714285714286,0.09803921568627451,0.0
5liu_X_rec,9,3.3333333333333335,0.2857142857142857,0.3333333333333333,0.03125,0.0
5mgl_A_rec,7,1.4285714285714286,0.1694915254237288,0.0,0.0,0.0
5mma_A_rec,9,83.33333333333333,7.653061224489796,1.5555555555555556,0.14432989690721648,0.0
5ngz_A_rec,9,4.444444444444445,0.40816326530612246,0.4444444444444444,0.0425531914893617,0.0
5q0k_A_rec,7,37.142857142857146,1.6149068322981366,1.4285714285714286,0.05847953216374269,0.0
5tjn_A_rec,9,24.444444444444443,2.682926829268293,0.2222222222222222,0.02631578947368421,0.0
5w2g_A_rec,10,3.0,0.19480519480519481,0.9,0.05844155844155844,0.0
